kecamatan,kelas_then_1,kelas_then_2,kelas_now_1,kelas_now_2,luas
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532208078
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412653509804347
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414266897280421
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413123166973287
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41264553223315
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.500633497056016
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412653359956429
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413029501066636
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412756266638339
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413005672977397
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413469422378238
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414724250244932
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645533420256
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412900319071942
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414446140926877
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.477392182123525
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532209211
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414888699864653
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.415000787858467
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414298284820878
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414865654531249
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413276291881272
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532209608
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412725991546413
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.4180131160727
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532209841
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41299107567088
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413903604941661
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532234122
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532216829
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532218989
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412761686491351
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532212047
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413452246242754
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41426892271747
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.422213254639381
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412646447529584
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412711028280427
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.417088712194432
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41264553227586
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532208929
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532228815
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532219175
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41471091773406
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413359621702275
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41890615988332
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645533097794
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412669607726694
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413059903791239
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413049768182702
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413635781373532
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532675581
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.594772382749974
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532248763
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532213708
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532294985
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532294361
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414569609323119
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412697340178229
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412676065870982
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532263714
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532226409
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41760485898058
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412705094617124
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412743679750379
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532291267
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.415258192294882
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412704171202037
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532216056
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.847435430484026
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413318943875471
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.429532567989367
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412646448566293
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.416056109675184
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532509569
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532209443
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532208329
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413157066645614
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.432017396896742
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.428740764138722
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.468162176451368
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414713476989039
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532218092
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412728475316728
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.426837982054172
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413208488482801
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.422647645567968
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.467465589459565
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413503079888796
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.421270159181494
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412771778543476
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.415666547390169
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.417121283374922
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41594586809559
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.415364338311991
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413820639886726
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.752849734958884
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413960671544259
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.420105064169929
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.422844516916079
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.434402130680457
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532229669
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532319269
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412688671552491
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.450798398384304
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532208214
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412807594238587
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532223849
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532297989
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412664314979583
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532239674
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532216101
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414065474468437
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.43306681718028
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413036737508588
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414185560937696
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.721045538527851
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412745870611375
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413747245049424
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413577471097
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.419359187812826
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.417241222865704
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532214935
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532330414
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532292436
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414099966414796
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.416624995444498
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413010620721252
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413607957444636
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412834270115174
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412872256044262
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.414452540188068
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.419611908396377
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413001359905329
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412838903063673
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413943539116157
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413434727417016
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412652478913015
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412681502906431
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412727242126507
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532211517
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532208031
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.41264553223494
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532210813
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532240362
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532226859
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412645532251509
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413282240067707
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.413103865458927
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.412790012880243
Sawah Besar,Perairan,Perairan,Hijau,Belum Terbangun,0.509736364500471
Sawah Besar,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.487536600982949
Sawah Besar,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.989449761455352
Sawah Besar,Terbangun,Terbangun,Hijau,Belum Terbangun,1.29529992764691
Sawah Besar,Lahan Kosong Berpenghuni,Belum Terbangun,Terbangun,Terbangun,4.6666169379967
Sawah Besar,Jalan,Terbangun,Terbangun,Terbangun,4.8314281856843
Sawah Besar,Rel,Terbangun,Terbangun,Terbangun,4.66374147832183
Sawah Besar,Kampung,Terbangun,Terbangun,Terbangun,4.66378421238918
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.6005348145194
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59957089790512
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59180922950231
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.60031835581634
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.60506025272042
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739981465
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.65667304073381
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59419311352555
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59196560896201
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59223503457161
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980938
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.61303001400633
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59176522755476
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59244160058532
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59177685626018
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.5925265739327
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739982626
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59188930846784
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59633628013337
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59640935017901
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59245400371731
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59216318160824
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59181084475203
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59196734138581
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59276996581568
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980817
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59236321847555
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59375326005854
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59188264900559
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739981103
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59205381585216
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59340225472118
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.60202976020434
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175831512791
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59183130309219
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59336098614164
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739981593
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59207302448408
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175755993031
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59450194463763
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739984303
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.5918037650208
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59186622833936
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59176373811246
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739981362
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.62564872690726
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739984709
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59235737527025
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59185112829495
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739997647
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980938
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59765532715299
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59184099128352
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59279892711282
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.64677805514671
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59256793062422
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.61066192492487
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.5917586300252
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.591992072573
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739984832
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59188167585203
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59413936348066
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59250443821134
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.63874521144405
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59336030710391
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59179266762562
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59193941011664
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59201072864778
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.61265530901205
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59261494748712
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.60058484173082
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.5918836461418
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59220898688757
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59207401523418
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59568886887147
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59447620591032
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59184358518419
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.66624572612107
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59221629573351
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59387279801801
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59422262381711
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59643961269685
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
Sawah Besar,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,4.59175739980635
